ULTIMA ATUALIZACAO;05/12/2020 02:00
NUMERO_CONTRATO;UNIDADE_GESTORA;CONTRATADA;CNPJ;OBJETO;DATA_ASSINATURA;DATA_PUBLICACAO;INICIO_VIGENCIA;FIM_VIGENCIA;MODALIDADE;NUMERO_LICITACAO;PROCESSO
"TE-TCR/20200015";"Senado Federal";"CLÍNICA RADIOLÓGICA VILA RICA LTDA.";"00.508.572/0001-86";"Credenciamento da empresa Clínica Radiológica Vila Rica Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"02/04/2020";"03/04/2020";"02/04/2020";"16/12/2024";"Não se Aplica";"";"200.003183/2020-11"
"TE-TCR/20200051";"Senado Federal";"CLÍNICA TACTUS FISIOTERAPIA SS LTDA.";"06.277.192/0001-64";"Credenciamento da empresa Clínica Tactus Fisioterapia SS Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"05/06/2020";"08/06/2020";"05/06/2020";"16/12/2024";"Não se Aplica";"";"200.005848/2020-21"
"TE-TCR/20200081";"Senado Federal";"CLÍNICA TAGUATINGA LTDA";"29.589.858/0001-15";"Credenciamento da empresa Clínica Taguatinga Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"23/07/2020";"24/07/2020";"23/07/2020";"16/12/2024";"Não se Aplica";"";"200.007332/2020-11"
"TE-TCR/20200003";"Senado Federal";"CLÍNICA VILLAS BOAS S/A.";"04.965.438/0001-65";"Credenciamento da empresa Clínica Villas Boas S/A especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"05/03/2020";"20/03/2020";"05/03/2020";"16/12/2024";"Não se Aplica";"";"200.003039/2020-84"
"TE-TCR/20200052";"Senado Federal";"CLÍNICA VIVER - CLÍNICA DE IMAGENS MÉDICAS LTDA.";"07.592.441/0002-50";"Credenciamento da empresa Clínica Viver - Clínica de Imagens Médicas Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"05/06/2020";"09/06/2020";"05/06/2020";"16/12/2024";"Não se Aplica";"";"200.005843/2020-06"
"TE-TCR/20200122";"Senado Federal";"CLINIQUE SANTÉ SERVIÇOS MÉDICOS LTDA - EPP.";"25.217.826/0001-38";"Credenciamento da empresa Clinique Santé Serviços Médicos Ltda - EPP especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"04/09/2020";"08/09/2020";"04/09/2020";"16/12/2024";"Não se Aplica";"";"200.008236/2020-90"
"TE-TCR/20200133";"Senado Federal";"CLINTER ODONTOLOGIA ESTÉTICA LTDA.";"06.149.059/0001-22";"Credenciamento da empresa Clinter Odontologia Estética Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"24/09/2020";"28/09/2020";"24/09/2020";"16/12/2024";"Não se Aplica";"";"200.009594/2020-10"
"CT-CT/20200134";"Senado Federal";"CONDOR S/A INDÚSTRIA QUÍMICA.";"30.092.431/0001-96";"Aquisição de espargidores em espuma de agente pimenta para armamento de segurança.";"23/11/2020";"25/11/2020";"23/11/2020";"22/11/2021";"Inexigibilidade";"0000312020";"200.002878/2020-85"
"PI-PI/20200003";"Senado Federal";"CONSULTORIA TÉCNICO LEGISLATIVA DO ESTADO DE MINAS GERAIS - CTL-MG.";"05.475.103/0001-21";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesses comuns entre o SENADO FEDERAL/ILB e a Consultoria Técnico Legislativa do Estado de Minas Gerais - CTL-MG.";"19/08/2020";"20/08/2020";"20/08/2020";"19/08/2025";"Não se Aplica";"";"200.018773/2019-12"
"TE-AU/20200062";"Senado Federal";"COOPERATIVA DOS MÉDICOS ANESTESIOLOGISTAS DO DISTRITO FEDERAL - COOPANEST.";"24.905.234/0001-46";"Prestação de sei^viços de atendimento médico-hospitalar nas especialidades constantes dos objetivos da credenciada e descritas em seu contrato social aos Senadores e seus dependentes, ex-Senadores e cônjuges, bem como aos beneficiários do Sistema Integrado de Saúde do Senado Federal (SIS).";"27/06/2020";"01/07/2020";"27/06/2020";"14/12/2024";"Não se Aplica";"";"200.006389/2020-01"
"TE-TCR/20200062";"Senado Federal";"COOPERATIVA DOS MÉDICOS ANESTESIOLOGISTAS DO DISTRITO FEDERAL - COOPANEST.";"24.905.234/0001-46";"Credenciamento da empresa Cooperativa dos Médicos Anestesiologistas do Distrito Federal - COOPANEST especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"27/06/2020";"01/07/2020";"27/06/2020";"16/12/2024";"Não se Aplica";"";"200.006389/2020-01"
"CT-CT/20200086";"Senado Federal";"COPERSON ÁUDIO E VÍDEO LTDA";"07.648.642/0001-40";"Contratação de empresa especializada para o fornecimento de equipamentos eletrônicos para a infraestrutura broadcast da TV SENADO, incluindo soluções de transporte, processamento, distribuição de sinais de áudio e vídeo. Grupos 1, 2 e 4.";"19/08/2020";"20/08/2020";"19/08/2020";"18/08/2021";"Pregão Eletrônico";"0000712020";"200.004965/2019-33"
"CT-CT/20200031";"Senado Federal";"CVA INSTITUTO DE EDUCAÇÃO E SERVIÇOS GERAIS LTDA - EPP.";"24.046.457/0001-03";"Contratação de empresa especializada em recepção e atendimento a eventos para o fornecimento de serviços especializados de recepção monolíngue (idioma português); recepção bilíngue (idiomas português/inglês, português/espanhol e português/francês); coordenação de secretaria de eventos e auxiliar de secretaria de eventos, para o SENADO FEDERAL, à medida que houver necessidade, durante o período de 12 (doze) meses consecutivos.";"27/02/2020";"02/03/2020";"27/02/2020";"26/02/2021";"Pregão Eletrônico";"0000162020";"200.004959/2019-86"
"CT-CT/20200004";"Senado Federal";"DATAMÉTRICA PESQUISA DE OPINIÃO E CONSULTORIA LTDA.";"10.575.983/0001-48";"Contratação de empresa especializada para a prestação de serviços de coleta de dados, por meio de entrevistas por telefone (atendimento ativo), via CATI - Computer Assisted Telephone Interviewing - e entrega dos resultados em formato de Base de Dados, para a Secretaria de Transparência do Senado Federal - STRANS/SF - durante o período de 12 (doze) meses consecutivos.";"13/01/2020";"16/01/2020";"13/01/2020";"12/01/2022";"Pregão Eletrônico";"0001112019";"200.015675/2019-15"
"CT-CT/20200113";"Senado Federal";"DIAGNÓSTICOS DA AMÉRICA S.A - DASA.";"61.486.650/0388-22";"Contratação de empresa especializada para a prestação de serviços de testagem periódica, para a doença causada pelo novo Coronavírus - COVID-19 - em colaboradores do SENADO FEDERAL, através do exame laboratorial RT-PCR de biologia molecular, durante o período de 06 (seis) meses consecutivos.";"13/10/2020";"05/10/2020";"13/10/2020";"04/12/2020";"Dispensa";"0000192020";"200.006941/2020-52"
"TE-TCR/20200111";"Senado Federal";"DIGIDOC RADIOLOGIA ODONTOLÓGICA LTDA - EPP.";"01.258.895/0001-21";"Credenciamento da empresa Digidoc Radiologia Odontológica Ltda - EPP especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"13/08/2020";"17/08/2020";"13/08/2020";"16/12/2024";"Não se Aplica";"";"200.007844/2020-87"
"TE-TCR/20200118";"Senado Federal";"DOC KID'S RADIOLOGIA ODONTOLÓGICA LTDA.";"07.622.311/0001-31";"Credenciamento da empresa Doc Kid's Radiologia Odontológica Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"28/08/2020";"01/09/2020";"28/08/2020";"16/12/2024";"Não se Aplica";"";"200.008235/2020-45"
"CT-CT/20200005";"Senado Federal";"EDITORA E LIVRARIA CULTURA EIRELI";"11.002.868/0001-47";"Contratação de empresa especializada para o fornecimento de material bibliográfico existente no mercado nacional, essencialmente livros impressos disponíveis no mercado editorial/livreiro, visando a atualização do acervo da Biblioteca Acadêmico Luiz Viana Filho do SENADO FEDERAL, à medida que houver necessidade, durante o período de 12 (doze) meses consecutivos. Item nº 01.";"24/01/2020";"27/01/2020";"24/01/2020";"23/01/2021";"Pregão Eletrônico";"0001142019";"200.009754/2019-97"
"CT-CT/20200060";"Senado Federal";"EDITORA GLOBO S/A";"04.067.191/0001-60";"Contratação de empresa especializada para o fornecimento de assinatura do ""Banco de Dados Valor PRO"", para 01 (um) pontos de acesso, incluindo login e senha de acesso, para ser utilizado pela Secretaria de Gestão de Informação e Documentação do SENADO FEDERAL - SGIDOC/SF - durante o período de 12 (doze) meses consecutivos.";"08/06/2020";"12/06/2020";"16/06/2020";"15/06/2021";"Inexigibilidade";"0000082020";"200.009653/2019-16"
"CT-CT/20200060";"Senado Federal";"EDITORA GLOBO S/A";"04.067.191/0001-60";"Contratação de empresa especializada para o fornecimento de assinatura do ""Banco de Dados Valor PRO"", para 01 (um) pontos de acesso, incluindo login e senha de acesso, para ser utilizado pela Secretaria de Gestão de Informação e Documentação do SENADO FEDERAL - SGIDOC/SF - durante o período de 12 (doze) meses consecutivos.";"08/06/2020";"12/06/2020";"16/06/2020";"15/06/2021";"Inexigibilidade";"0000082020";"200.009653/2019-16"
"CT-CT/20200052";"Senado Federal";"EDITORA REVISTA DOS TRIBUNAIS LTDA.";"60.501.293/0001-12";"Contratação de empresa especializada para o fornecimento de assinatura da Base de Dados da ""Editora Revista dos Tribunais Online"", incluindo o Módulo de Códigos Comentados e o acesso de 05 (cinco) logins-servidores, visando atender à Secretaria de Gestão de Informação e Documentação do SENADO FEDERAL - SGIDOC/SF - durante o período de 12 (doze) meses consecutivos.";"12/05/2020";"18/05/2020";"20/05/2020";"19/05/2021";"Inexigibilidade";"0000122020";"200.009995/2019-36"
"CT-CT/20200101";"Senado Federal";"EDYTUDO COMÉRCIO DE FERRAGENS E VARIEDADES LTDA - ME.";"10.214.272/0001-48";"Contratação de empresa especializada para o fornecimento de acessórios de iluminação e mobiliário cenográfico a serem utilizados nos estúdios da TV SENADO da Secretaria de Comunicação Social do SENADO FEDERAL - SECOM/SF. Itens nº 7 e 8.";"18/09/2020";"21/09/2020";"18/09/2020";"17/09/2021";"Pregão Eletrônico";"0000812020";"200.006330/2020-12"
"CT-CT/20200056";"Senado Federal";"ELDEX DISTRIBUIDORA DE JORNAIS E REVISTAS LTDA - ME.";"10.719.671/0001-60";"Contratação de empresa especializada para a prestação de serviços de fornecimento de jornais e revistas ao SENADO FEDERAL, incluídas as Residências Oficiais dos Senhores Senadores, durante o período de 12 (doze) meses consecutivos.";"20/05/2020";"21/05/2020";"22/05/2020";"21/05/2021";"Pregão Eletrônico";"0000482020";"200.009677/2019-75"
"CT-CT/20200056";"Senado Federal";"ELDEX DISTRIBUIDORA DE JORNAIS E REVISTAS LTDA - ME.";"10.719.671/0001-60";"Contratação de empresa especializada para a prestação de serviços de fornecimento de jornais e revistas ao SENADO FEDERAL, incluídas as Residências Oficiais dos Senhores Senadores, durante o período de 12 (doze) meses consecutivos.";"20/05/2020";"21/05/2020";"22/05/2020";"21/05/2021";"Pregão Eletrônico";"0000482020";"200.009677/2019-75"
"CT-CT/20200107";"Senado Federal";"ELDEX DISTRIBUIDORA DE JORNAIS E REVISTAS LTDA - ME.";"10.719.671/0001-60";"Contratação de empresa especializada para o fornecimento de assinaturas eletrônicas anuais, para acesso digital irrestrito aos veículos de comunicação relacionados na Cláusula Quarta do presente contrato, para o SENADO FEDERAL, durante o período de 12 (doze) meses consecutivos. Grupo 2 - Revistas.";"21/09/2020";"23/09/2020";"21/09/2020";"20/09/2021";"Pregão Eletrônico";"0000852020";"200.005172/2020-75"
"TE-TCR/20200055";"Senado Federal";"ELIZABETH DIAS DOS SANTOS FISIOTERAPIA - FISIOQUER.";"13.649.407/0001-96";"Credenciamento da empresa Elizabeth Dias dos Santos Fisioterapia - FISIOQUER especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"08/06/2020";"09/06/2020";"08/06/2020";"16/12/2024";"Não se Aplica";"";"200.005949/2020-00"
"CT-CT/20200054";"Senado Federal";"EMGESA - EMPRESA DE GERENCIAMENTO DE SOBRESSALENTES E AUTOMAÇÃO EIRELI.";"32.005.178/0001-11";"Contratação de empresa especializada para fornecimento de pistolas de airsoft e seus insumos, visando o treinamento operacional dos policiais legislativos da Secretaria de Polícia do SENADO FEDERAL - SPOL/SF. Item nº 01.";"22/05/2020";"28/05/2020";"22/05/2020";"21/05/2021";"Pregão Eletrônico";"0000452020";"200.016394/2019-80"
"CT-CT/20200066";"Senado Federal";"EMN REPRESENTAÇÃO COMERCIAL, ÁUDIO E VÍDEO E COMÉRCIO DE ELETRÔNICOS EIRELI.";"35.056.963/0001-91";"Contratação de empresa especializada para o fornecimento de placas eletrônicas, materiais e equipamentos eletrônicos necessários para a manutenção periódica dos sistemas de transmissão da TV SENADO. Itens nº 10 e 17.";"08/06/2020";"10/06/2020";"08/06/2020";"07/06/2021";"Pregão Eletrônico";"0000462020";"200.004980/2019-81"
"CT-CT/20200087";"Senado Federal";"EMN REPRESENTAÇÃO COMERCIAL, ÁUDIO E VÍDEO E COMÉRCIO DE ELETRÔNICOS EIRELI.";"35.056.963/0001-91";"Contratação de empresa especializada para o fornecimento de equipamentos eletrônicos para a infraestrutura broadcast da TV SENADO, incluindo soluções de transporte, processamento, distribuição de sinais de áudio e vídeo. Itens 41, 42, 43, 44 e 45.";"19/08/2020";"20/08/2020";"19/08/2020";"18/08/2021";"Pregão Eletrônico";"0000712020";"200.004965/2019-33"
"CT-CT/20200034";"Senado Federal";"ENGEVISA SERVIÇOS DE ENGENHARIA LTDA - EPP";"19.964.929/0001-69";"Contratação de empresa especializada para a prestação de serviços de manutenção preventiva, preditiva e corretiva, nos grupos de geradores elétricos do Sistema de Geração de Energia Elétrica de Emergência do SENADO FEDERAL, incluindo o fornecimento de peças novas de reposição e de insumos lubrificantes, durante o período de 30 (trinta) meses consecutivos.";"11/03/2020";"17/03/2020";"11/03/2020";"10/09/2022";"Pregão Eletrônico";"0000172020";"200.006856/2019-51"
"CT-CT/20200027";"Senado Federal";"ENGIEX ENGENHARIA E CONSTRUTORA EIRELI";"30.223.850/0001-10";"Contratação de empresa especializada para a execução de serviços comuns de engenharia, visando a implementação de vestiário para os colaboradores ciclistas do SENADO FEDERAL.";"12/02/2020";"18/02/2020";"12/02/2020";"11/02/2022";"Pregão Eletrônico";"0000102020";"200.014454/2019-20"
"TE-TCR/20200116";"Senado Federal";"EPOCHÉ - INSTITUTO DE PSICOLOGIA APLICADA LTDA.";"08.961.406/0001-42";"Credenciamento da empresa EPOCHÉ - Instituto de Psicologia Aplicada Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"20/08/2020";"24/08/2020";"20/08/2020";"16/12/2024";"Não se Aplica";"";"200.007320/2020-96"
"TE-TCR/20200087";"Senado Federal";"EQUILIBRIUM CLÍNICA DE PSICOLOGIA LTDA.";"18.661.148/0001-32";"Credenciamento da empresa Equilibrium Clínica de Psicologia Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"22/07/2020";"28/07/2020";"22/07/2020";"16/12/2024";"Não se Aplica";"";"200.007349/2020-78"
"CN-AC/20200005";"Senado Federal";"ESCOLA DA ADVOCACIA-GERAL DA UNIÃO MINISTRO VICTOR NUNES LEAL - EAGU.";"26.994.558/0066-79";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesses comuns entre o SENADO FEDERAL/ILB e a Escola da Advocacia-Geral da União Ministro Victor Nunes Leal - EAGU.";"12/02/2020";"19/02/2020";"19/02/2020";"18/08/2022";"Não se Aplica";"";"200.002268/2017-86"
"PI-PI/20200007";"Senado Federal";"ESCOLA SUPERIOR DE GUERRA - MINISTÉRIO DA DEFESA - ESG/MD.";"03.630.954/0001-76";"Estabelecer a cooperação técnico-científica, cultural e o intercâmbio de conhecimentos, informações e experiências, visando à formação, ao aperfeiçoamento e à especialização técnica de recursos humanos, bem como ao desenvolvimento institucional, mediante a implementação de ações, programas, projetos e atividades complementares de interesses comuns entre o SENADO FEDERAL/ILB e a Escola Superior de Guerra - Ministério da Defesa - ESG/MD.";"11/09/2020";"14/09/2020";"14/09/2020";"13/09/2025";"Não se Aplica";"";"200.012556/2019-19"
"TE-TCR/20200140";"Senado Federal";"ESHO EMPRESA DE SERVIÇOS HOSPITALARES S/A (HOSPITAL ALVORADA DE BRASILIA)";"29.435.005/0046-20";"Credenciamento da empresa ESHO - Empresa de Serviços Hospitalares S/A (Hospital Alvorada de Brasília) especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"29/10/2020";"04/11/2020";"29/10/2020";"16/12/2024";"Não se Aplica";"";"200.009211/2020-11"
"CT-CT/20200064";"Senado Federal";"ESTERILIZE - PRESTAÇÃO DE SERVIÇOS DE ESTERILIZAÇÃO LTDA - EPP.";"26.747.677/0001-81";"Contratação de empresa especializada para a prestação de serviços de esterilização de produtos para a saúde utilizados no Serviço Médico de Emergência do SENADO FEDERAL - SEMEDE/SF - durante o período de 12 (doze) meses consecutivos.";"23/06/2020";"25/06/2020";"23/06/2020";"22/06/2021";"Pregão Eletrônico";"0000622020";"200.018071/2019-21"
"CT-CT/20200011";"Senado Federal";"EUNICE MARIA GONÇALVES DE OLIVEIRA - EPP.";"11.311.279/0001-40";"Contratação de empresa especializada para o fornecimento de material bibliográfico existente no mercado nacional, essencialmente livros impressos disponíveis no mercado editorial/livreiro, visando a atualização do acervo da Biblioteca Acadêmico Luiz Viana Filho do SENADO FEDERAL, à medida que houver necessidade, durante o período de 12 (doze) meses consecutivos. Item nº 02.";"23/01/2020";"27/01/2020";"23/01/2020";"22/01/2021";"Pregão Eletrônico";"0001142019";"200.009754/2019-97"
"CT-CT/20200132";"Senado Federal";"FACHINELI COMUNICAÇÃO LTDA.";"08.804.362/0001-47";"Contratação de empresa especializada para a prestação de serviços de produção de imagens aéreas, para uso nos programas da TV SENADO, durante o período de 12 (doze) meses consecutivos.";"12/11/2020";"13/11/2020";"12/11/2020";"11/11/2021";"Pregão Eletrônico";"0001042020";"200.018081/2019-66"
"CN-CN/20200040";"Senado Federal";"FACULDADE APOGEU - MANTIDA PELO APOGEU CENTRO INTEGRADO DE EDUCAÇÃO EIRELI - ME.";"06.929.784/0001-13";"Proporcionar aos estudantes regularmente matriculados na Faculdade Apogeu - mantida pelo Apogeu Centro Integrado de Educação Eireli - ME - e com frequência efetiva nos respectivos cursos de graduação a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"16/11/2020";"17/11/2020";"16/11/2020";"15/11/2025";"Não se Aplica";"";"200.002228/2020-30"
"CN-CN/20200016";"Senado Federal";"FACULDADE PROJEÇÃO DE SOBRADINHO - FAPRO";"10.297.324/0004-30";"Proporcionar aos estudantes regularmente matriculados e com frequência efetiva nos respectivos cursos de graduação da Faculdade Projeção de Sobradinho - FAPRO - a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"02/06/2020";"03/06/2020";"02/06/2020";"01/06/2025";"Não se Aplica";"";"200.020632/2019-51"
"TE-TCR/20200103";"Senado Federal";"FISIOCENTRO - CENTRO DE FISIOTERAPIA S/S LTDA.";"37.066.347/0001-47";"Credenciamento da empresa FISIOCENTRO - Centro de Fisioterapia S/S Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"07/08/2020";"12/08/2020";"07/08/2020";"16/12/2024";"Não se Aplica";"";"200.007929/2020-65"
"TE-TCR/20200021";"Senado Federal";"FISIOTRAUMA - CLÍNICA DE FISIOTERAPIA, ESTÉTICA E TERAPIAS ALTERNATIVAS LTDA.";"04.224.681/0001-22";"Credenciamento da empresa Fisiotrauma - Clínica de Fisioterapia, Estética e Terapias Alternativas Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"06/04/2020";"08/04/2020";"06/04/2020";"16/12/2024";"Não se Aplica";"";"200.003537/2020-27"
"CT-CT/20200012";"Senado Federal";"FLÁVIA CRISTINA SILVA PIMENTA – EPP";"07.356.270/0001-89";"Contratação de empresa especializada para a prestação de serviços de manutenção preventiva trimestral programada e de manutenção corretiva por demanda, com fornecimento de peças novas e originais, para o transmissor digital da TV SENADO, instalado na Cidade de Macapá - AP, durante o período de 12 (doze) meses consecutivos.";"23/01/2020";"27/01/2020";"23/01/2020";"22/01/2022";"Pregão Eletrônico";"0000872019";"200.006137/2019-30"
"CT-CT/20200067";"Senado Federal";"FLÁVIA CRISTINA SILVA PIMENTA – EPP";"07.356.270/0001-89";"Contratação de empresa especializada para o fornecimento de placas eletrônicas, materiais e equipamentos eletrônicos necessários para a manutenção periódica dos sistemas de transmissão da TV SENADO. Itens nº 14 e 15.";"02/06/2020";"03/06/2020";"02/06/2020";"01/06/2021";"Pregão Eletrônico";"0000462020";"200.004980/2019-81"
"TE-TA/20200001";"Senado Federal";"FLÁVIO ANTONIO DA SILVA MATTOS";"268.779.707-30";"Veicular na Rádio SENADO, 84 (oitenta e quatro) programas com duração de 28 (vinte e oito) ou 57 (cinquenta e sete) minutos cada, sob a denominação IMPROVISO, voltados, prioritariamente, à divulgação do gênero musical classificado como Brazilian Jazz ou Jazz Brasileiro.";"27/08/2020";"31/08/2020";"27/08/2020";"26/08/2025";"Não se Aplica";"";"200.002434/2020-40"
"TE-TCR/20200107";"Senado Federal";"FRONTE - CENTRO ODONTOLÓGICO SS LTDA.";"05.383.821/0001-78";"Credenciamento da empresa Fronte - Centro Odontológico SS Ltda especializada na prestação de serviços técnicos de saúde, para o atendimento médico-hospitalar nas especialidades da credenciada e descritas em seu contrato social, aos servidores, parlamentares, ex-parlamentares e seus dependentes do SENADO FEDERAL, incluindo os beneficiários inscritos no Sistema Integrado de Saúde do Senado Federal - SIS.";"07/08/2020";"11/08/2020";"07/08/2020";"16/12/2024";"Não se Aplica";"";"200.008075/2020-34"
"CT-CT/20200142";"Senado Federal";"Fundação  Getúlio  Vargas  (EAESP)";"33.641.663/0018-92";"Custeamento do programa de Pós-Graduação stricto sensu “Doutorado Profissional em Administração”, oferecido pela Fundação Getúlio Vargas (FGV EAESP), na cidade de São Paulo/SP, no período de 2021/2023 para a servidora Ilana Trombka, matrícula nº 54115.";"02/12/2020";"01/12/2020";"02/12/2020";"01/12/2024";"Inexigibilidade";"0000382020";"200.012182/2020-67"
"CT-CT/20200105";"Senado Federal";"FUNDAÇÃO INSTITUTO DE ADMINISTRAÇÃO - FIA.";"44.315.919/0001-40";"Contratação de empresa especializada para o fornecimento de prestação de serviços técnicos de consultoria direcionados ao desenvolvimento institucional, modernização da estrutura organizacional, adequação da política de gestão de pessoas, modelagem de sistema de monitoramento e avaliação da gestão institucional do SENADO FEDERAL.";"17/09/2020";"";"17/09/2020";"16/08/2021";"Dispensa";"0000172020";"200.008854/2020-30"
"CT-CT/20200061";"Senado Federal";"FUNDAÇÃO PARA O DESENVOLVIMENTO DAS ARTES E DA COMUNICAÇÃO - FUNDAC.";"03.349.489/0001-08";"Contratação de empresa especializada para a prestação de serviços de execução indireta nas áreas de televisão, rádio, jornal, agência de notícias e relações públicas inerentes à Secretaria de Comunicação Social e a outros órgãos do SENADO FEDERAL, durante do período de 12 (doze) meses consecutivos. Grupos 2, 3, 4, 5 e 6.";"05/06/2020";"08/06/2020";"05/06/2020";"04/06/2021";"Pregão Eletrônico";"0000152020";"200.010671/2018-60"
"CN-CN/20200031";"Senado Federal";"FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB";"00.038.174/0001-43";"Proporcionar aos estudantes regularmente matriculados e com frequência efetiva nos respectivos cursos de graduação da Universidade de Brasília - UnB - mantida pela Fundação Universidade de Brasília - FUB, a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"06/10/2020";"09/10/2020";"06/10/2020";"05/10/2025";"Não se Aplica";"";"200.001774/2020-53"
"CN-CN/20200031";"Senado Federal";"FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB";"00.038.174/0001-43";"Proporcionar aos estudantes regularmente matriculados e com frequência efetiva nos respectivos cursos de graduação da Universidade de Brasília - UnB - mantida pela Fundação Universidade de Brasília - FUB, a oportunidade de realização de estágio remunerado no SENADO FEDERAL.";"06/10/2020";"09/10/2020";"06/10/2020";"05/10/2025";"Não se Aplica";"";"200.001774/2020-53"
